Band gap,Band gap-units,Band gap-conditions,Band gap-methods,Band gap-dataType,Band gap energy (E$_g^{expt}$),Band gap energy (E$_g^{expt}$)-units,Band gap energy (E$_g^{expt}$)-dataType,Band gap energy (E$_g^{GW}$),Band gap energy (E$_g^{GW}$)-units,Band gap energy (E$_g^{GW}$)-methods,Band gap energy (E$_g^{DFT+U}$),Band gap energy (E$_g^{DFT+U}$)-units,Band gap energy (E$_g^{DFT+U}$)-methods,chemicalFormula,references,Crystallinity,Structure,Crystal structure
0.7,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Cd1Sb1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.022,eV,"{'name': 'Temperature', 'scalars': [{'value': '80'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,Bi0.97Sb0.03,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.74,eV,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Al1B1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.38,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Nd4Te7,[{'doi': '10.1063/1.3253115'}],,,
0.29,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Pb1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
4.1,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Al2S3,[{'doi': '10.1063/1.3253115'}],,,
10.24,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Mn1F2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.4,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Sn1Br2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.85,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Ag2Te1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.2,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sb2Se3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.07,eV,"{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Ag2Se1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.55,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Ti1Se2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.01,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Bi0.91Sb0.09,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.813,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '4.2'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ga1Sb1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.3,eV,,{'name': 'Estimated'},EXPERIMENTAL,,,,,,,,,,V1O1,[{'doi': '10.1063/1.3253115'}],,,
12.6,eV,"{'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}",{'name': 'Estimated'},EXPERIMENTAL,,,,,,,,,,Li1F1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.7,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sb2S3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.77,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Parallel to C axis'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ge1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.26,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Cd1I2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.8,eV,"{'name': 'Temperature', 'scalars': [{'value': '200'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,V4O7,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.21,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,As2S3,[{'doi': '10.1063/1.3253115'}],Amorphous,,
3.5,eV,"{'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Pb1Br2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.2,eV,,,EXPERIMENTAL,,,,,,,,,,Ga1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.58,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Cd1Te1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.7,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Perpendicular to C axis'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sb2S3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.175,eV,"[{'name': 'Transition', 'scalars': [{'value': 'G6 to G8'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Hg1Te1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.1,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Estimated'},EXPERIMENTAL,,,,,,,,,,K2S1,[{'doi': '10.1063/1.3253115'}],,,
0.335,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '4.2'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Te,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.17,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Zr1S3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.71,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Perpendicular to C axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Se,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.3,eV,"{'name': 'Temperature', 'scalars': [{'value': '100'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,U1O2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2.215,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '145'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Al1As1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
6.75,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '55'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,K1Br1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.09,eV,"[{'name': 'Transition', 'scalars': [{'value': 'G15 to G1'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '973'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ga1As1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.72,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Parallel to C axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Se,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
7.215,eV,"[{'name': 'Transition', 'scalars': [{'value': 'G8 to G6+'}]}, {'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '78'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,K1Br1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.63,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '90'}], 'units': 'K'}]",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Mg2Ge1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.6,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Fe2Te3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2.96,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Parallel to C axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Mo1O3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.1,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,K3Sb1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2.58,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Bi2O3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
2.5,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Ga1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.13,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '80'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ag2Se1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.2,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Zn4Sb3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.81,eV,"{'name': 'Temperature', 'scalars': [{'value': '4'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,Ga1Sb1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.5,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Pd1O1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
3.59,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Hg1Br2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
1.78,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",,EXPERIMENTAL,,,,,,,,,,Mg2Ge1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.253,eV,"[{'name': 'Transition', 'scalars': [{'value': 'G15 to G1'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '673'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ga1As1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
11.7,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Li1F1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.07,eV,,{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Pt1Sb2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.55,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Pt1As2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.7,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Eu2O3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.35,eV,,{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Te,[{'doi': '10.1063/1.3253115'}],,,
1.595,eV,"[{'name': 'Transition', 'scalars': [{'value': 'G15 to G1'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '6'}], 'units': 'K'}]",{'name': 'Electroreflection'},EXPERIMENTAL,,,,,,,,,,Cd1Te1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.597,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '1.8'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Sn1O2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.12,eV,"{'name': 'Temperature', 'scalars': [{'value': '264'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Ni1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.97,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '293'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,La2Se3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.9,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Cr2S3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
3.704,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Perpendicular to C axis'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Zn1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
5.56,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Ge1O2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
10.2,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Mn1F2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.27,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Pb1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.31,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Sb2O3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
3.3,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Th1O2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.65,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,In2Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.511,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '90'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ga1As1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.99,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Zn1Sb1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.85,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Photoconduction'},EXPERIMENTAL,,,,,,,,,,Hf1S3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.1,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Hg1Se1,[{'doi': '10.1063/1.3253115'}],,,
0.006,eV,"{'name': 'Temperature', 'scalars': [{'value': '77.4'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Bi,[{'doi': '10.1063/1.3253115'}],,,
3.94,eV,"{'name': 'Temperature', 'scalars': [{'value': '733'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Lu2O3,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.125,eV,"{'name': 'Temperature', 'scalars': [{'value': '273'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Sb0.71As0.29,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.17,eV,"{'name': 'Temperature', 'scalars': [{'value': '250'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Na3Sb1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.2,eV,,{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,As2S3,[{'doi': '10.1063/1.3253115'}],Amorphous,,
2.3,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Parallel to C axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,V2O5,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.015,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Bi0.9Sb0.1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.795,eV,"{'name': 'Temperature', 'scalars': [{'value': '204'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Hg1I2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
3.5,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",,EXPERIMENTAL,,,,,,,,,,Cs2Te1,[{'doi': '10.1063/1.3253115'}],,,
2.68,eV,"{'name': 'Temperature', 'scalars': [{'value': '513'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Ce1O2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.285,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Pb1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.2,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Co1Te1.88,[{'doi': '10.1063/1.3253115'}],,,
1,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Ti1Te2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.514,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Parallel to A axis'}]}, {'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Zn1Sb1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
8.3,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '55'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Rb1Cl1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.176,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Magnetoabsorption'},EXPERIMENTAL,,,,,,,,,,Pb1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.21,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,As2S5,[{'doi': '10.1063/1.3253115'}],Amorphous,,
1.4,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Estimated'},EXPERIMENTAL,,,,,,,,,,Mg3P2,[{'doi': '10.1063/1.3253115'}],,,
1.02,eV,"{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Mo1Te2,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
4.87,eV,"{'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ca1Se1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
4.9,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,La1B6,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.98,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Tl1S1,[{'doi': '10.1063/1.3253115'}],,,
1.645,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Eu1S1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
5.2,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Be1O1,[{'doi': '10.1063/1.3253115'}],,,
7.3,eV,"[{'name': 'Transition', 'scalars': [{'value': 'G8 to G6+'}]}, {'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '20'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,K1Br1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.2,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Os1Sb2,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.85,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,In2Te3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.66,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}, {'name': 'Temperature', 'scalars': [{'value': '90'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Mg2Si1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.6,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Mn1O1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.223,eV,"[{'name': 'Transition', 'scalars': [{'value': 'G1 to X1'}]}, {'name': 'Transition', 'scalars': [{'value': 'Excitonic'}]}, {'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Al1As1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.77,eV,"{'name': 'Transition', 'scalars': [{'value': 'Indirect'}]}",{'name': 'Thermal activation'},EXPERIMENTAL,,,,,,,,,,Mg2Si1,[{'doi': '10.1063/1.3253115'}],Polycrystalline,,
0.55,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Cs3Bi1,[{'doi': '10.1063/1.3253115'}],,,
2.109,eV,"{'name': 'Temperature', 'scalars': [{'value': '77'}], 'units': 'K'}",{'name': 'Electroreflection'},EXPERIMENTAL,,,,,,,,,,Ga1Se1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
2.3,eV,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Re1O3,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
0.31,eV,"[{'name': 'Transition', 'scalars': [{'value': 'Direct'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Reflection'},EXPERIMENTAL,,,,,,,,,,Pb1Te1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
1.59,eV,"[{'name': 'Electric field polarization', 'scalars': [{'value': 'Parallel to A axis'}]}, {'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}]",{'name': 'Absorption'},EXPERIMENTAL,,,,,,,,,,Ge1S1,[{'doi': '10.1063/1.3253115'}],Single crystalline,,
